fen,side,wdl,dtz
8/8/7B/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-35
8/B7/8/3B4/5k2/8/8/1K6 w - - 0 1,w,2,30
8/B7/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/2B5/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/4B3/8/3B4/5k2/8/8/1K6 w - - 0 1,w,2,30
8/4B3/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/6B1/8/3B4/5k2/8/8/1K6 w - - 0 1,w,2,28
8/6B1/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-29
1B6/8/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-29
3B4/8/8/3B4/5k2/8/8/1K6 w - - 0 1,w,2,30
3B4/8/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/8/8/3B4/5k2/8/8/1K6 w - - 0 1,w,2,30
5B2/8/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-33
7B/8/8/3B4/5k2/8/8/1K6 w - - 0 1,w,2,28
7B/8/8/3B4/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/8/8/4BB2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/8/4B2B/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/B7/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/2B5/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/4B3/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/6B1/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/1B6/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/3B4/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/5B2/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/7B/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
B7/8/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
2B5/8/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
4B3/8/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
6B1/8/8/4B3/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/8/5BB1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/1B6/5B2/5k2/8/8/1K6 w - - 0 1,w,2,32
8/8/1B6/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/3B4/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/5B2/5B2/5k2/8/8/1K6 w - - 0 1,w,2,28
8/8/5B2/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/7B/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/B7/8/5B2/5k2/8/8/1K6 w - - 0 1,w,2,32
8/B7/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/2B5/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/4B3/8/5B2/5k2/8/8/1K6 w - - 0 1,w,2,34
8/4B3/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/6B1/8/5B2/5k2/8/8/1K6 w - - 0 1,w,2,28
8/6B1/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
1B6/8/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
3B4/8/8/5B2/5k2/8/8/1K6 w - - 0 1,w,2,34
3B4/8/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
5B2/8/8/5B2/5k2/8/8/1K6 w - - 0 1,w,2,34
5B2/8/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
7B/8/8/5B2/5k2/8/8/1K6 w - - 0 1,w,2,28
7B/8/8/5B2/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/8/6BB/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/B7/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/2B5/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/4B3/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/6B1/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/1B6/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/3B4/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/5B2/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/7B/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
B7/8/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
2B5/8/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
4B3/8/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
6B1/8/8/6B1/5k2/8/8/1K6 b - - 0 1,b,0,0
8/8/1B6/7B/5k2/8/8/1K6 w - - 0 1,w,2,32
8/8/1B6/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-35
8/8/3B4/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/5B2/7B/5k2/8/8/1K6 w - - 0 1,w,2,28
8/8/5B2/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/7B/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/B7/8/7B/5k2/8/8/1K6 w - - 0 1,w,2,32
8/B7/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-35
8/2B5/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/4B3/8/7B/5k2/8/8/1K6 w - - 0 1,w,2,34
8/4B3/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-35
8/6B1/8/7B/5k2/8/8/1K6 w - - 0 1,w,2,30
8/6B1/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B6/8/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-33
3B4/8/8/7B/5k2/8/8/1K6 w - - 0 1,w,2,32
3B4/8/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-35
5B2/8/8/7B/5k2/8/8/1K6 w - - 0 1,w,2,32
5B2/8/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-35
7B/8/8/7B/5k2/8/8/1K6 w - - 0 1,w,2,30
7B/8/8/7B/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/BB6/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/8/BB6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/B2B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/B4B2/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/8/B4B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/B6B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/B7/B7/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/B7/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/2B5/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/4B3/B7/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/4B3/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-35
8/6B1/B7/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/6B1/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B6/8/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
3B4/8/B7/8/5k2/8/8/1K6 w - - 0 1,w,2,32
3B4/8/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/8/B7/8/5k2/8/8/1K6 w - - 0 1,w,2,32
5B2/8/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
7B/8/B7/8/5k2/8/8/1K6 w - - 0 1,w,2,28
7B/8/B7/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/8/1BB5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/8/1BB5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/8/1B2B3/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/8/1B2B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/1B4B1/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/8/1B4B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/1B6/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/1B6/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/3B4/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/3B4/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/5B2/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/5B2/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/7B/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/7B/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
B7/8/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B7/8/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
2B5/8/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,30
2B5/8/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
4B3/8/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,32
4B3/8/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
6B1/8/1B6/8/5k2/8/8/1K6 w - - 0 1,w,2,30
6B1/8/1B6/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/8/2BB4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/8/2B2B2/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/8/2B2B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/8/2B4B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/B7/2B5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/B7/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/2B5/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/4B3/2B5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/4B3/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/6B1/2B5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/6B1/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B6/8/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
3B4/8/2B5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
3B4/8/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
5B2/8/2B5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
5B2/8/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
7B/8/2B5/8/5k2/8/8/1K6 w - - 0 1,w,2,30
7B/8/2B5/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/8/3BB3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/8/3B2B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/1B6/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/3B4/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/5B2/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/7B/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
B7/8/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
2B5/8/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
4B3/8/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
6B1/8/3B4/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/8/4BB2/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/8/4BB2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/8/4B2B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-35
8/B7/4B3/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/B7/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/2B5/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/4B3/4B3/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/4B3/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/6B1/4B3/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/6B1/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
1B6/8/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
3B4/8/4B3/8/5k2/8/8/1K6 w - - 0 1,w,2,30
3B4/8/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/8/4B3/8/5k2/8/8/1K6 w - - 0 1,w,2,30
5B2/8/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
7B/8/4B3/8/5k2/8/8/1K6 w - - 0 1,w,2,28
7B/8/4B3/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/8/5BB1/8/5k2/8/8/1K6 w - - 0 1,w,2,26
8/8/5BB1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-27
8/1B6/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/1B6/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/3B4/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/3B4/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/5B2/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/5B2/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/7B/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,26
8/7B/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-27
B7/8/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B7/8/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
2B5/8/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,30
2B5/8/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
4B3/8/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,28
4B3/8/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-35
6B1/8/5B2/8/5k2/8/8/1K6 w - - 0 1,w,2,28
6B1/8/5B2/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/8/6BB/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/B7/6B1/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/B7/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/2B5/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/4B3/6B1/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/4B3/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/6B1/6B1/8/5k2/8/8/1K6 w - - 0 1,w,2,26
8/6B1/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
1B6/8/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
3B4/8/6B1/8/5k2/8/8/1K6 w - - 0 1,w,2,28
3B4/8/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/8/6B1/8/5k2/8/8/1K6 w - - 0 1,w,2,30
5B2/8/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-35
7B/8/6B1/8/5k2/8/8/1K6 w - - 0 1,w,2,28
7B/8/6B1/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/1B6/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/3B4/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/5B2/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/7B/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
B7/8/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
2B5/8/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
4B3/8/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
6B1/8/7B/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/BB6/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/BB6/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/B2B4/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/B2B4/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/B4B2/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/B4B2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/B6B/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/B6B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
B7/B7/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B7/B7/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
2B5/B7/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
2B5/B7/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
4B3/B7/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
4B3/B7/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
6B1/B7/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
6B1/B7/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/1BB5/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/1B2B3/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/1B2B3/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/1B4B1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/1B4B1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B6/1B6/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
3B4/1B6/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
3B4/1B6/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
5B2/1B6/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
5B2/1B6/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
7B/1B6/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
7B/1B6/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/2BB4/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/2B2B2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/2B4B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
B7/2B5/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
2B5/2B5/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
4B3/2B5/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
6B1/2B5/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/3BB3/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/3BB3/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/3B2B1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
8/3B2B1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B6/3B4/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
3B4/3B4/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
3B4/3B4/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/3B4/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
5B2/3B4/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
7B/3B4/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
7B/3B4/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/4BB2/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
8/4BB2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
8/4B2B/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/4B2B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
B7/4B3/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B7/4B3/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
2B5/4B3/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
2B5/4B3/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
4B3/4B3/8/8/5k2/8/8/1K6 w - - 0 1,w,2,34
4B3/4B3/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-35
6B1/4B3/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
6B1/4B3/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/5BB1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
8/5BB1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
1B6/5B2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
3B4/5B2/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
3B4/5B2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/5B2/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
5B2/5B2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
7B/5B2/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
7B/5B2/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
8/6BB/8/8/5k2/8/8/1K6 w - - 0 1,w,2,26
8/6BB/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-27
B7/6B1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B7/6B1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
2B5/6B1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
2B5/6B1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
4B3/6B1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
4B3/6B1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
6B1/6B1/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
6B1/6B1/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B6/7B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
3B4/7B/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
3B4/7B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
5B2/7B/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
5B2/7B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
7B/7B/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
7B/7B/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
BB6/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
B2B4/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
B2B4/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
B4B2/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B4B2/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
B6B/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
B6B/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1BB5/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B2B3/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
1B4B1/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
2BB4/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
2BB4/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
2B2B2/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
2B2B2/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
2B4B/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
2B4B/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
3BB3/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
3BB3/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
3B2B1/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
3B2B1/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
4BB2/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,32
4BB2/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-33
4B2B/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
4B2B/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
5BB1/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
5BB1/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-31
6BB/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,28
6BB/8/8/8/5k2/8/8/1K6 b - - 0 1,b,-2,-29
8/8/8/8/6k1/8/8/BK1B4 b - - 0 1,b,-2,-31
8/8/8/8/6k1/8/8/BK6 w - - 0 1,w,0,0
8/8/8/8/6k1/8/8/BK6 b - - 0 1,b,0,0
8/8/8/8/6k1/8/8/1K1B4 b - - 0 1,b,0,0
8/8/8/8/6k1/8/8/BK3B2 w - - 0 1,w,2,28
8/8/8/8/6k1/8/8/BK3B2 b - - 0 1,b,-2,-31
8/8/8/8/6k1/8/8/1K3B2 w - - 0 1,w,0,0
8/8/8/8/6k1/8/8/1K3B2 b - - 0 1,b,0,0
8/8/8/8/6k1/8/8/BK5B w - - 0 1,w,2,30
8/8/8/8/6k1/8/8/BK5B b - - 0 1,b,-2,-31
8/8/8/8/6k1/8/8/1K5B w - - 0 1,w,0,0
8/8/8/8/6k1/8/8/1K5B b - - 0 1,b,0,0
8/8/8/8/6k1/8/B7/BK6 w - - 0 1,w,2,28
8/8/8/8/6k1/8/B7/BK6 b - - 0 1,b,-2,-29
8/8/8/8/6k1/8/B7/1K6 w - - 0 1,w,0,0
8/8/8/8/6k1/8/B7/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/8/2B5/BK6 w - - 0 1,w,2,26
8/8/8/8/6k1/8/2B5/BK6 b - - 0 1,b,-2,-29
8/8/8/8/6k1/8/2B5/1K6 w - - 0 1,w,0,0
8/8/8/8/6k1/8/2B5/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/8/4B3/BK6 b - - 0 1,b,-2,-31
8/8/8/8/6k1/8/4B3/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/8/6B1/BK6 w - - 0 1,w,2,30
8/8/8/8/6k1/8/6B1/BK6 b - - 0 1,b,-2,-31
8/8/8/8/6k1/8/6B1/1K6 w - - 0 1,w,0,0
8/8/8/8/6k1/8/6B1/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/1B6/8/BK6 w - - 0 1,w,2,28
8/8/8/8/6k1/1B6/8/BK6 b - - 0 1,b,-2,-29
8/8/8/8/6k1/1B6/8/1K6 w - - 0 1,w,0,0
8/8/8/8/6k1/1B6/8/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/3B4/8/BK6 w - - 0 1,w,2,26
8/8/8/8/6k1/3B4/8/BK6 b - - 0 1,b,-2,-27
8/8/8/8/6k1/3B4/8/1K6 w - - 0 1,w,0,0
8/8/8/8/6k1/3B4/8/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/5B2/8/BK6 b - - 0 1,b,0,0
8/8/8/8/6k1/5B2/8/1K6 b - - 0 1,b,0,0
8/8/8/8/6k1/7B/8/BK6 b - - 0 1,b,0,0
8/8/8/8/6k1/7B/8/1K6 b - - 0 1,b,0,0
8/8/8/8/B5k1/8/8/BK6 w - - 0 1,w,2,30
8/8/8/8/B5k1/8/8/BK6 b - - 0 1,b,-2,-31
8/8/8/8/B5k1/8/8/1K6 w - - 0 1,w,0,0
8/8/8/8/B5k1/8/8/1K6 b - - 0 1,b,0,0
8/8/8/8/2B3k1/8/8/BK6 w - - 0 1,w,2,28
8/8/8/8/2B3k1/8/8/BK6 b - - 0 1,b,-2,-29
